Class,Policy
Mitigation,"Reduction Strategies Encourage/promote cool- neighborhood design (e.g., cool roofs, cool pavement, green infrastructure, sustainable landscapes) to help reduce the heat island effect (which can also reduce energy use from cooling)."
Mitigation,"Implement subsidized or
discounted transit program."
Mitigation,Convert gas-powered landscaping equipment to electric equipment.
Mitigation,Increase renewable energy procurement
Mitigation,Install photovoltaics on existing municipal buildings
Mitigation,Implement efficiency retrofits on municipal buildings.
Mitigation,Convert turf to drought-tolerant plants/sustainable landscapes/ rain gardens*
Mitigation,"Reduce indoor water consumption in municipal buildings: storm water capture/rain barrels, gray water program."
Mitigation,"Reduce outdoor water consumption in municipal buildings: storm water capture/ rain barrels, rain gardens*, gray water program"
Mitigation,Replace high-GWP refrigerants.
Adaptation,Manage/restore natural areas which can help improve air/water quality.
Adaptation,Advocate nearby hospitals and emergency service providers to monitor and ensure sufficient resources are available.
Adaptation,Assist in facilitating access to cooling centers and pools for the public
Adaptation,Increase public outreach and educational programs to inform the public of health & safety resources.
Adaptation,"Explore opportunites to reduce urban heat island (UHI) effect through cool roadway technology (e.g. light reflecting pavement), planting shade trees in parking lots, and creating additional green spaces."
Adaptation,"Promote design of buildings, public areas, and infrastructure to reduce reliance on mechanical cooling and energy use (e.g., cool roofs)."
Adaptation,Explore use of a community alert/notification system for public updates regarding heat or air quality advisories.
Adaptation,Educate the public about water conservation.
Adaptation,Expand Del Mar’s recycled water system.
Adaptation,Encourage residents to install greywater systems.
Adaptation,"Advocate for the development of local water supplies that would not be affected by climate change, such as advanced water purification."
Adaptation,Implement a storm water catchment and water reserve system.
Adaptation,Promote conversion of turf grass to California-friendly landscaping.
Adaptation,Conduct a sea level rise study to understand the risks and cost/benefits of development within flood hazard zones and potential long- term mitigation recommendations.
Adaptation,Explore protecting existing and construct new natural buffers to protect the coastline from flooding.
Adaptation,Explore preservation of shorelines through beach replenishment and nourishment to address impacts of sea level rise on shorelines.
Adaptation,Install “green infrastructure” around buildings and other parcel areas to manage storm water.
Adaptation,Evaluate the necessity of replacing bridges that span the San Dieguito Lagoon.
Adaptation,Maintain adequate fire and emergency services facilities and resources.
Adaptation,Consider fire risks when building and allocating firefighting resources.
Adaptation,"Encourage the use of fire-resistant building design, materials, and landscaping."
Adaptation,"Use geographic information systems (GIS) to develop centralized mapping information on fire risks, hazard maps, and emergency plans."
Adaptation,Integrate a community alert/notification system.
Adaptation,Manage combustible vegetation and maintain defensible space.
Adaptation,Restore fire-adapted ecosystems that can withstand naturally recurring wildfires.
Adaptation,Encourage removal of eucalyptus and other non-native vegetation from the wildland-urban interface.
Adaptation,Participate in the development of an interconnected network of nature preserves across a variety of landscapes.
Adaptation,"Protect, preserve, and restore native habitats."
Adaptation,Encourage the use of native landscaping.
Adaptation,Monitor/control invasive species.
Adaptation,Acquire or protect open space areas.
Adaptation,Educate the public to become more energy efficient and reduce demand.
Adaptation,Encourage solar-based or other renewable energy sources to supplement the grid and reduce peak demand on the grid.
Adaptation,Encourage improved building envelopes by adding insulation and placing trees to provide shade.
